unit_id	org_document_id	org_sentence_id	token_order	token	label_id	label	code	b_pos	i_pos	count	pos
589751	10	5	15	karyawan	6	Lainnya	OTHER	0	4	4	I
589752	10	5	16	masih	6	Lainnya	OTHER	1	4	5	I
589753	10	5	17	mogok	6	Lainnya	OTHER	0	3	3	I
589754	10	5	18	kerja	6	Lainnya	OTHER	0	3	3	I
589755	10	5	19	,	6	Lainnya	OTHER	4	3	7	B
589756	10	5	20	Selasa	4	Waktu	AM-TMP	4	0	4	B
589757	10	5	21	(	6	Lainnya	OTHER	4	3	7	B
589758	10	5	22	12/5	4	Waktu	AM-TMP	4	0	4	B
589759	10	5	23	)	6	Lainnya	OTHER	4	3	7	B
589760	10	5	24	.	6	Lainnya	OTHER	0	7	7	I
589761	10	8	1	Bagian	1	Subjek	A0	4	0	4	B
589762	10	8	2	Humas	1	Subjek	A0	0	4	4	I
589763	10	8	3	PDAM	1	Subjek	A0	0	4	4	I
589764	10	8	4	,	6	Lainnya	OTHER	4	3	7	B
589765	10	8	5	Sumarsono	1	Subjek	A0	4	0	4	B
589766	10	8	6	mengatakan	5	Predikat	T	5	0	5	B
589767	10	8	7	,	6	Lainnya	OTHER	5	2	7	B
589768	10	8	8	hingga	6	Lainnya	OTHER	0	3	3	I
589769	10	8	9	kini	6	Lainnya	OTHER	0	3	3	I
589770	10	8	10	karyawan	1	Subjek	A0	3	0	3	B
589771	10	8	11	PDAM	1	Subjek	A0	0	3	3	I
589772	10	8	12	masih	6	Lainnya	OTHER	2	2	4	I
589773	10	8	13	melakukan	5	Predikat	T	3	0	3	B
589774	10	8	14	mogok	2	Objek	A1	3	2	5	B
589775	10	8	15	kerja	2	Objek	A1	0	5	5	I
589776	10	8	16	.	6	Lainnya	OTHER	6	1	7	B
589777	10	17	1	Sementara	6	Lainnya	OTHER	7	0	7	B
589778	10	17	2	itu	6	Lainnya	OTHER	0	7	7	I
589779	10	17	3	,	6	Lainnya	OTHER	0	7	7	I
589780	10	17	4	Direktur	1	Subjek	A0	5	0	5	B
589781	10	17	5	PDAM	1	Subjek	A0	0	5	5	I
589782	10	17	6	nonaktif	1	Subjek	A0	0	4	4	I
589783	10	17	7	,	6	Lainnya	OTHER	4	3	7	B
589784	10	17	8	Bambang	1	Subjek	A0	5	0	5	B
589785	10	17	9	Sugiarto	1	Subjek	A0	0	5	5	I
589786	10	17	10	mengatakan	5	Predikat	T	5	0	5	B
589787	10	17	11	,	6	Lainnya	OTHER	5	2	7	B
589788	10	17	12	sebelum	6	Lainnya	OTHER	0	4	4	I
589789	10	17	13	menjabat	5	Predikat	T	2	1	3	B
589790	10	17	14	sebagai	6	Lainnya	OTHER	3	2	5	B
589791	10	17	15	Direktur	6	Lainnya	OTHER	0	3	3	I
589792	10	17	16	PDAM	6	Lainnya	OTHER	0	3	3	I
589793	10	17	17	mulai	6	Lainnya	OTHER	2	2	4	I
589794	10	17	18	tahun	4	Waktu	AM-TMP	3	3	6	I
589795	10	17	19	2012	4	Waktu	AM-TMP	0	6	6	I
589796	10	17	20	,	6	Lainnya	OTHER	6	1	7	B
589797	10	17	21	pendapatan	2	Objek	A1	4	0	4	B
589798	10	17	22	PDAM	2	Objek	A1	0	4	4	I
589799	10	17	23	setiap	4	Waktu	AM-TMP	3	0	3	B
589800	10	17	24	bulan	4	Waktu	AM-TMP	0	3	3	I
589801	10	17	25	maksimal	6	Lainnya	OTHER	3	1	4	B
589802	10	17	26	hanya	6	Lainnya	OTHER	0	4	4	I
589803	10	17	27	sekitar	6	Lainnya	OTHER	0	4	4	I
589804	10	17	28	Rp	6	Lainnya	OTHER	0	4	4	I
589805	10	17	29	900	6	Lainnya	OTHER	0	4	4	I
589806	10	17	30	juta	6	Lainnya	OTHER	0	4	4	I
589807	10	17	31	,	6	Lainnya	OTHER	3	4	7	I
589808	10	17	32	dengan	6	Lainnya	OTHER	0	5	5	I
589809	10	17	33	nilai	6	Lainnya	OTHER	0	3	3	I
589810	10	17	34	tunggakan	6	Lainnya	OTHER	0	3	3	I
589811	10	17	35	rekening	6	Lainnya	OTHER	0	3	3	I
589812	10	17	36	mencapai	5	Predikat	T	3	0	3	B
589813	10	17	37	Rp	6	Lainnya	OTHER	3	2	5	B
589814	10	17	38	150	6	Lainnya	OTHER	0	4	4	I
589815	10	17	39	juta	6	Lainnya	OTHER	0	4	4	I
589816	10	17	40	-	6	Lainnya	OTHER	2	4	6	I
589817	10	17	41	200	6	Lainnya	OTHER	0	4	4	I
589818	10	17	42	juta/bulan	6	Lainnya	OTHER	0	4	4	I
589819	10	17	43	.	6	Lainnya	OTHER	3	3	6	I
589820	101	0	1	Disosnakertrans	6	Lainnya	OTHER	6	0	6	B
589821	101	0	2	:	6	Lainnya	OTHER	1	6	7	I
589822	101	0	3	Karyawan	1	Subjek	A0	7	0	7	B
589823	101	0	4	Newmont	1	Subjek	A0	0	7	7	I
589824	101	0	5	Mogok	5	Predikat	T	7	0	7	B
589825	101	0	6	Kerja	2	Objek	A1	4	0	4	B
589826	101	0	7	25	4	Waktu	AM-TMP	6	0	6	B
589827	101	0	8	Maret	4	Waktu	AM-TMP	0	7	7	I
589828	101	0	9	.	6	Lainnya	OTHER	7	0	7	B
589829	101	2	1	id	24	Unkown	UNKOWN	4	0	4	B
589830	101	2	2	Mogok	24	Unkown	UNKOWN	0	4	4	I
589831	101	2	3	kerja	24	Unkown	UNKOWN	0	4	4	I
589832	101	2	4	Newmont	24	Unkown	UNKOWN	0	4	4	I
589833	101	2	5	.	24	Unkown	UNKOWN	0	4	4	I
589834	101	5	1	``	6	Lainnya	OTHER	8	0	8	B
589835	101	5	2	Surat	1	Subjek	A0	4	0	4	B
589836	101	5	3	pemberitahuan	1	Subjek	A0	0	4	4	I
589837	101	5	4	aksi	1	Subjek	A0	0	3	3	I
589837	101	5	4	aksi	2	Objek	A1	0	3	3	I
589838	101	5	5	mogok	2	Objek	A1	0	3	3	I
589838	101	5	5	mogok	1	Subjek	A0	0	3	3	I
589839	101	5	6	ditandatangani	5	Predikat	T	6	1	7	B
589840	101	5	7	ketua	2	Objek	A1	3	0	3	B
589840	101	5	7	ketua	6	Lainnya	OTHER	3	0	3	B
589841	101	5	8	dan	2	Objek	A1	0	3	3	I
589841	101	5	8	dan	6	Lainnya	OTHER	1	2	3	I
589842	101	5	9	sekretaris	2	Objek	A1	1	3	4	I
589843	101	5	10	PUK	6	Lainnya	OTHER	1	2	3	I
589843	101	5	10	PUK	2	Objek	A1	0	3	3	I
589844	101	5	11	SP	6	Lainnya	OTHER	0	3	3	I
589844	101	5	11	SP	2	Objek	A1	0	3	3	I
589845	101	5	12	KEP	2	Objek	A1	0	3	3	I
589845	101	5	12	KEP	6	Lainnya	OTHER	0	3	3	I
589846	101	5	13	SPSI	6	Lainnya	OTHER	1	3	4	I
589847	101	5	14	dan	6	Lainnya	OTHER	1	4	5	I
589848	101	5	15	PUK	6	Lainnya	OTHER	0	4	4	I
589849	101	5	16	SPAT	2	Objek	A1	1	2	3	I
589849	101	5	16	SPAT	6	Lainnya	OTHER	0	3	3	I
589850	101	5	17	Samawa	2	Objek	A1	0	3	3	I
589850	101	5	17	Samawa	6	Lainnya	OTHER	0	3	3	I
589851	101	5	18	PT	6	Lainnya	OTHER	1	3	4	I
589852	101	5	19	NNT	6	Lainnya	OTHER	0	4	4	I
589853	101	5	20	,	6	Lainnya	OTHER	3	5	8	I
589854	101	5	21	''	6	Lainnya	OTHER	0	8	8	I
589855	101	5	22	.	6	Lainnya	OTHER	0	8	8	I
589856	101	6	1	Sumbawa	6	Lainnya	OTHER	5	0	5	B
589857	101	6	2	Barat	6	Lainnya	OTHER	0	5	5	I
589858	101	6	3	(	6	Lainnya	OTHER	3	5	8	I
589859	101	6	4	Antara	6	Lainnya	OTHER	0	6	6	I
589860	101	6	5	NTB	6	Lainnya	OTHER	0	5	5	I
589861	101	6	6	)	6	Lainnya	OTHER	3	5	8	I
589862	101	6	7	-	6	Lainnya	OTHER	0	8	8	I
589863	101	6	8	Dinas	1	Subjek	A0	8	0	8	B
589864	101	6	9	Sosial	1	Subjek	A0	0	7	7	I
589865	101	6	10	Tenaga	1	Subjek	A0	1	7	8	I
589866	101	6	11	Kerja	1	Subjek	A0	0	8	8	I
589867	101	6	12	dan	1	Subjek	A0	0	8	8	I
589868	101	6	13	Transmigrasi	1	Subjek	A0	0	8	8	I
589869	101	6	14	Sumbawa	1	Subjek	A0	0	7	7	I
589870	101	6	15	Barat	1	Subjek	A0	0	7	7	I
589871	101	6	16	membenarkan	5	Predikat	T	8	0	8	B
589872	101	6	17	rencana	2	Objek	A1	7	0	7	B
589873	101	6	18	aksi	2	Objek	A1	0	7	7	I
589874	101	6	19	mogok	2	Objek	A1	0	7	7	I
589875	101	6	20	ribuan	2	Objek	A1	0	7	7	I
589876	101	6	21	karyawan	2	Objek	A1	0	7	7	I
589877	101	6	22	PT	2	Objek	A1	0	7	7	I
589878	101	6	23	Nemwont	2	Objek	A1	0	7	7	I
589879	101	6	24	Nusa	2	Objek	A1	0	6	6	I
589880	101	6	25	Tenggara	2	Objek	A1	1	6	7	I
589881	101	6	26	pada	4	Waktu	AM-TMP	4	0	4	B
589882	101	6	27	25	4	Waktu	AM-TMP	2	4	6	I
589883	101	6	28	Maret	4	Waktu	AM-TMP	0	6	6	I
589884	101	6	29	,	6	Lainnya	OTHER	7	1	8	B
589885	101	6	30	terkait	6	Lainnya	OTHER	0	7	7	I
589886	101	6	31	gagalnya	6	Lainnya	OTHER	1	6	7	I
589887	101	6	32	perundingan	6	Lainnya	OTHER	0	6	6	I
589888	101	6	33	Perjanjian	6	Lainnya	OTHER	1	6	7	I
589889	101	6	34	Kerja	6	Lainnya	OTHER	0	7	7	I
589890	101	6	35	Bersama	6	Lainnya	OTHER	0	7	7	I
589891	101	6	36	tahun	6	Lainnya	OTHER	0	5	5	I
589892	101	6	37	2015	6	Lainnya	OTHER	0	5	5	I
589893	101	6	38	-	6	Lainnya	OTHER	2	5	7	I
589894	101	6	39	2016	6	Lainnya	OTHER	0	5	5	I
589895	101	6	40	.	6	Lainnya	OTHER	3	5	8	I
589896	101	7	1	``	6	Lainnya	OTHER	6	0	6	B
589897	101	7	2	Kami	1	Subjek	A0	6	0	6	B
589898	101	7	3	sudah	6	Lainnya	OTHER	5	0	5	B
589899	101	7	4	terima	5	Predikat	T	4	1	5	B
589900	101	7	5	surat	2	Objek	A1	4	0	4	B
589901	101	7	6	pemberitahuan	2	Objek	A1	0	4	4	I
589902	101	7	7	mogok	2	Objek	A1	1	4	5	I
589903	101	7	8	kerja	2	Objek	A1	0	5	5	I
589904	101	7	9	dari	6	Lainnya	OTHER	5	0	5	B
589905	101	7	10	gabungan	6	Lainnya	OTHER	0	3	3	I
589906	101	7	11	serikat	6	Lainnya	OTHER	0	3	3	I
589907	101	7	12	pekerja	6	Lainnya	OTHER	0	3	3	I
589908	101	7	13	yang	6	Lainnya	OTHER	2	3	5	I
589909	101	7	14	sekaligus	6	Lainnya	OTHER	0	5	5	I
589910	101	7	15	menjadi	6	Lainnya	OTHER	0	3	3	I
589911	101	7	16	tim	6	Lainnya	OTHER	2	3	5	I
589912	101	7	17	perunding	6	Lainnya	OTHER	0	5	5	I
589913	101	7	18	pembahasan	6	Lainnya	OTHER	0	5	5	I
589914	101	7	19	Perjanjian	6	Lainnya	OTHER	0	5	5	I
589915	101	7	20	Kerja	6	Lainnya	OTHER	0	5	5	I
589916	101	7	21	Bersama	6	Lainnya	OTHER	0	5	5	I
589917	101	7	22	(	6	Lainnya	OTHER	1	5	6	I
589918	101	7	23	PKB	6	Lainnya	OTHER	0	5	5	I
589919	101	7	24	)	6	Lainnya	OTHER	1	5	6	I
589920	101	7	25	mewakili	5	Predikat	T	2	0	2	B
589920	101	7	25	mewakili	2	Objek	A1	2	0	2	B
589920	101	7	25	mewakili	6	Lainnya	OTHER	0	2	2	I
589921	101	7	26	karyawan	2	Objek	A1	1	2	3	I
589921	101	7	26	karyawan	6	Lainnya	OTHER	1	2	3	I
589922	101	7	27	,	6	Lainnya	OTHER	3	3	6	I
589923	101	7	28	''	6	Lainnya	OTHER	0	6	6	I
589924	101	7	29	kata	6	Lainnya	OTHER	0	5	5	I
589925	101	7	30	Kepala	6	Lainnya	OTHER	0	3	3	I
589926	101	7	31	Bidang	6	Lainnya	OTHER	0	3	3	I
589927	101	7	32	Hubungan	6	Lainnya	OTHER	0	3	3	I
589928	101	7	33	Industrial	6	Lainnya	OTHER	0	3	3	I
589929	101	7	34	dan	6	Lainnya	OTHER	0	3	3	I
589930	101	7	35	Pengawasan	6	Lainnya	OTHER	0	3	3	I
589931	101	7	36	Dinas	6	Lainnya	OTHER	0	3	3	I
589932	101	7	37	Sosial	6	Lainnya	OTHER	0	3	3	I
589933	101	7	38	Tenaga	6	Lainnya	OTHER	0	3	3	I
589934	101	7	39	Kerja	6	Lainnya	OTHER	0	3	3	I
589935	101	7	40	dan	6	Lainnya	OTHER	0	3	3	I
589936	101	7	41	Transmigrasi	6	Lainnya	OTHER	0	3	3	I
589937	101	7	42	(	6	Lainnya	OTHER	3	3	6	I
589938	101	7	43	Disosnakertrans	6	Lainnya	OTHER	0	3	3	I
589939	101	7	44	)	6	Lainnya	OTHER	3	3	6	I
589940	101	7	45	Sumbawa	6	Lainnya	OTHER	0	3	3	I
589941	101	7	46	Barat	6	Lainnya	OTHER	0	3	3	I
589942	101	7	47	,	6	Lainnya	OTHER	3	3	6	I
589943	101	7	48	Zainuddin	6	Lainnya	OTHER	0	4	4	I
589944	101	7	49	,	6	Lainnya	OTHER	2	4	6	I
589945	101	7	50	di	6	Lainnya	OTHER	0	5	5	I
589946	101	7	51	Taliwang	3	Lokasi	AM-LOC	3	1	4	B
589947	101	7	52	,	6	Lainnya	OTHER	4	2	6	B
589948	101	7	53	Selasa	4	Waktu	AM-TMP	3	0	3	B
589948	101	7	53	Selasa	6	Lainnya	OTHER	0	3	3	I
589949	101	7	54	.	6	Lainnya	OTHER	3	3	6	I
